ID,Species-Id-Mets-Score,Species-Id-Mets-Rank,Species-All-Mets-Score,Species-All-Mets-Rank,Enzymes-Id-Mets-Score,Enzymes-Id-Mets-Rank,Enzymes-All-Mets-Score,Enzymes-All-Mets-Rank
C18-neg_Cluster_1349,,,0.292,1219,,,0.2699,3748
C18-neg_Cluster_1350,,,0.2624,2002,,,0.2446,5055
C18-neg_Cluster_1351,,,0.2053,5208,,,0.1744,9747
C18-neg_Cluster_1352,,,0.2581,2131,,,0.2496,4764
Diphenylmethanes,,,0.1863,6761,,,0.1611,10377
C18-neg_Cluster_1354,,,0.4839,64,,,0.4372,230
C18-neg_Cluster_1355,,,0.2326,3312,,,0.4095,347
C18-neg_Cluster_1356,,,0.3717,347,,,0.2813,3274
Fatty acyl glycosides of mono- and disaccharides,,,0.2265,3693,,,0.2267,6162
Fatty acyl glycosides of mono- and disaccharides,,,0.2506,2439,,,0.2279,6091
Fatty acyl glycosides of mono- and disaccharides,,,0.2471,2576,,,0.211,7237
C18-neg_Cluster_1360,,,0.2647,1922,,,0.1866,8953
Fatty acyl glycosides of mono- and disaccharides,,,0.2176,4299,,,0.1995,8022
C18-neg_Cluster_1362,,,0.3581,423,,,0.3323,1596
Fatty acyl glycosides of mono- and disaccharides,,,0.1588,8435,,,0.1732,9808
1-acylglycerol-3-phosphates,,,0.1808,7178,,,0.2058,7586
Triterpenoids,,,0.156,8534,,,0.1727,9839
Oligopeptides,,,0.2008,5574,,,0.3127,2131
Oligopeptides,,,0.2283,3584,,,0.2078,7467
Triterpenoids,,,0.1997,5662,,,0.2064,7562
C18-neg_Cluster_1369,,,0.4209,139,,,0.3518,1145
C18-neg_Cluster_1370,,,0.3776,313,,,0.3173,1994
C18-neg_Cluster_1371,,,0.2703,1749,,,0.2326,5773
cholate,0.2675,530,0.1757,7551,0.2814,1620,0.2428,5165
C18-neg_Cluster_1373,,,0.234,3219,,,0.2084,7434
C18-neg_Cluster_1374,,,0.1728,7728,,,0.1801,9414
C18-neg_Cluster_1375,,,0.311,898,,,0.2065,7553
C18-neg_Cluster_1376,,,0.1552,8558,,,0.1725,9847
C18-neg_Cluster_1377,,,0.3264,704,,,0.2468,4918
C18-neg_Cluster_1378,,,0.2827,1432,,,0.2064,7559
C18-neg_Cluster_1379,,,0.2806,1469,,,0.2425,5173
C18-neg_Cluster_1380,,,0.269,1789,,,0.223,6386
C18-neg_Cluster_1381,,,0.2251,3770,,,0.2119,7179
C18-neg_Cluster_1382,,,0.2085,4987,,,0.199,8056
C18-neg_Cluster_1383,,,0.2059,5164,,,0.2672,3866
C18-neg_Cluster_1384,,,0.193,6224,,,0.2879,2993
maslinic acid,0.3918,124,0.2687,1803,0.4455,139,0.2903,2904
Triterpenoids,,,0.176,7532,,,0.1627,10304
C18-neg_Cluster_1387,,,0.1866,6737,,,0.2332,5740
Triterpenoids,,,0.2459,2617,,,0.2242,6312
C18-neg_Cluster_1389,,,0.2751,1608,,,0.2496,4771
Benzopyrans,,,0.2144,4515,,,0.2165,6840
Triterpenoids,,,0.1506,8664,,,0.338,1442
C18-neg_Cluster_1392,,,0.2192,4193,,,0.3435,1320
C18-neg_Cluster_1393,,,0.1703,7858,,,0.1885,8799
C18-neg_Cluster_1394,,,0.1794,7287,,,0.2294,5981
C18-neg_Cluster_1395,,,0.2435,2739,,,0.1951,8355
C18-neg_Cluster_1396,,,0.2219,3998,,,0.2667,3887
Diphenylmethanes,,,0.2235,3882,,,0.3802,584
Diphenylmethanes,,,0.1905,6431,,,0.3108,2181
1-benzopyrans,,,0.3419,540,,,0.2267,6163
C18-neg_Cluster_1400,,,0.1672,8063,,,0.2128,7106
C18-neg_Cluster_1401,,,0.1776,7428,,,0.2356,5595
C18-neg_Cluster_1402,,,0.1731,7712,,,0.2282,6073
C18-neg_Cluster_1403,,,0.2766,1566,,,0.1712,9920
C18-neg_Cluster_1404,,,0.1828,7033,,,0.242,5200
C18-neg_Cluster_1405,,,0.1747,7621,,,0.3177,1981
Anilides,,,0.232,3350,,,0.3083,2276
Triterpenoids,,,0.3018,1047,,,0.281,3292
Tetrahydroxy bile acids, alcohols and derivatives,,,0.2361,3102,,,0.331,1622
Tetrahydroxy bile acids, alcohols and derivatives,,,0.2113,4752,,,0.2854,3091
Tetrahydroxy bile acids, alcohols and derivatives,,,0.1462,8767,,,0.3788,599
C18-neg_Cluster_1411,,,0.1427,8841,,,0.1716,9895
C18-neg_Cluster_1412,,,0.226,3712,,,0.3048,2399
1-acyl-sn-glycero-3-phosphoethanolamines,,,0.3269,700,,,0.3549,1020
C18-neg_Cluster_1414,,,0.1953,6032,,,0.1707,9947
1-acyl-sn-glycero-3-phosphoethanolamines,,,0.1942,6135,,,0.1884,8806
C18-neg_Cluster_1416,,,0.2287,3556,,,0.3067,2325
C18-neg_Cluster_1417,,,0.166,8134,,,0.2576,4327
C18-neg_Cluster_1418,,,0.2304,3467,,,0.1642,10253
Pentahydroxy bile acids, alcohols and derivatives,,,0.275,1610,,,0.1453,10762
Brassinolides and derivatives,,,0.2006,5589,,,0.1985,8094
Pentahydroxy bile acids, alcohols and derivatives,,,0.2321,3343,,,0.3265,1753
C18-neg_Cluster_1422,,,0.4341,118,,,0.5055,82
C18-neg_Cluster_1423,,,0.3415,547,,,0.3796,592
Diterpenoids,,,0.2398,2907,,,0.3021,2475
1-acyl-sn-glycero-3-phosphoethanolamines,,,0.1393,8899,,,0.1811,9350
C18-neg_Cluster_1426,,,0.1746,7626,,,0.2456,4992
Diterpenoids,,,0.3191,783,,,0.2814,3271
Hydroxy bile acids, alcohols and derivatives,,,0.3556,439,,,0.2527,4606
Hydroxy bile acids, alcohols and derivatives,,,0.1904,6444,,,0.263,4067
Very long-chain fatty acids,,,0.3352,618,,,0.2748,3547
Brassinolides and derivatives,,,0.1611,8353,,,0.1671,10140
Brassinolides and derivatives,,,0.1732,7702,,,0.1858,9019
Brassinolides and derivatives,,,0.2233,3900,,,0.263,4063
Brassinolides and derivatives,,,0.2084,4997,,,0.148,10723
Brassinolides and derivatives,,,0.2362,3094,,,0.2112,7223
Brassinolides and derivatives,,,0.218,4270,,,0.2399,5317
Brassinolides and derivatives,,,0.2476,2558,,,0.1764,9648
C18-neg_Cluster_1438,,,0.1821,7082,,,0.2034,7747
C18-neg_Cluster_1439,,,0.3004,1077,,,0.3135,2108
1-acyl-sn-glycero-3-phosphoethanolamines,,,0.2093,4933,,,0.1922,8545
1-acyl-sn-glycero-3-phosphoethanolamines,,,0.27,1762,,,0.2157,6893
C18-neg_Cluster_1442,,,0.181,7166,,,0.2447,5051
C18-neg_Cluster_1443,,,0.1802,7231,,,0.1745,9743
C18-neg_Cluster_1444,,,0.1596,8403,,,0.1694,10023
Steroid glucuronide conjugates,,,0.1898,6492,,,0.1798,9437
C18-neg_Cluster_1446,,,0.193,6222,,,0.2112,7219
C18-neg_Cluster_1447,,,0.2269,3670,,,0.1811,9351
C18-neg_Cluster_1448,,,0.2024,5431,,,0.2705,3727
C18-neg_Cluster_1449,,,0.2326,3309,,,0.2725,3641
C18-neg_Cluster_1450,,,0.2221,3977,,,0.268,3834
C18-neg_Cluster_1451,,,0.3498,479,,,0.4212,293
C18-neg_Cluster_1452,,,0.2288,3554,,,0.2526,4612
C18-neg_Cluster_1453,,,0.2936,1193,,,0.3063,2340
C18-neg_Cluster_1454,,,0.1692,7931,,,0.1861,8993
C18-neg_Cluster_1455,,,0.2008,5572,,,0.3067,2327
C18-neg_Cluster_1456,,,0.3146,841,,,0.2196,6623
C18-neg_Cluster_1457,,,0.2219,3994,,,0.1823,9264
C18-neg_Cluster_1458,,,0.2545,2263,,,0.1981,8128
C18-neg_Cluster_1459,,,0.2372,3045,,,0.1661,10177
C18-neg_Cluster_1460,,,0.1635,8254,,,0.2192,6650
Tetrahydroxy bile acids, alcohols and derivatives,,,0.228,3604,,,0.1848,9099
C18-neg_Cluster_1462,,,0.2806,1470,,,0.1902,8688
Cinnamic acids and derivatives,,,0.2001,5631,,,0.2376,5465
C18-neg_Cluster_1464,,,0.1434,8825,,,0.1686,10059
taurolithocholic acid,0.3286,287,0.213,4636,0.2983,1352,0.178,9550
C18-neg_Cluster_1466,,,0.2707,1730,,,0.34,1390
C18-neg_Cluster_1467,,,0.3059,980,,,0.3699,696
C18-neg_Cluster_1468,,,0.1828,7037,,,0.2165,6841
C18-neg_Cluster_1469,,,0.2111,4767,,,0.2491,4793
C18-neg_Cluster_1470,,,0.2613,2035,,,0.3482,1225
C18-neg_Cluster_1471,,,0.1769,7475,,,0.3375,1453
C18-neg_Cluster_1472,,,0.1769,7472,,,0.2378,5457
C18-neg_Cluster_1473,,,0.2859,1357,,,0.2643,3996
C18-neg_Cluster_1474,,,0.167,8078,,,0.2142,7015
C18-neg_Cluster_1475,,,0.1645,8201,,,0.2633,4049
C18-neg_Cluster_1476,,,0.1649,8182,,,0.1643,10248
C18-neg_Cluster_1477,,,0.1737,7677,,,0.2383,5413
Peptidomimetics,,,0.1369,8930,,,0.1696,10010
Peptidomimetics,,,0.153,8616,,,0.2266,6174
C18-neg_Cluster_1480,,,0.2222,3975,,,0.1577,10486
C18-neg_Cluster_1481,,,0.223,3916,,,0.133,10881
C18-neg_Cluster_1482,,,0.1785,7358,,,0.1898,8719
Benzopyrans,,,0.1725,7747,,,0.2267,6164
Withanolides and derivatives,,,0.234,3213,,,0.1672,10136
Withanolides and derivatives,,,0.1463,8765,,,0.1537,10604
C18-neg_Cluster_1486,,,0.3136,859,,,0.2372,5488
Acyl carnitines,,,0.1656,8152,,,0.2831,3185
C18-neg_Cluster_1488,,,0.163,8279,,,0.1862,8982
C18-neg_Cluster_1489,,,0.1568,8513,,,0.1644,10242
C18-neg_Cluster_1490,,,0.1951,6049,,,0.2781,3405
Triterpenoids,,,0.293,1204,,,0.1815,9321
C18-neg_Cluster_1492,,,0.1392,8900,,,0.217,6802
C18-neg_Cluster_1493,,,0.2607,2059,,,0.2056,7597
C18-neg_Cluster_1494,,,0.2241,3834,,,0.1797,9447
C18-neg_Cluster_1495,,,0.3636,385,,,0.2981,2650
C18-neg_Cluster_1496,,,0.2112,4763,,,0.1598,10425
C18-neg_Cluster_1497,,,0.2427,2768,,,0.1905,8663
C18-neg_Cluster_1498,,,0.2362,3095,,,0.1718,9885
C18-neg_Cluster_1499,,,0.2864,1344,,,0.2139,7045
C18-neg_Cluster_1500,,,0.2193,4191,,,0.3075,2304
C18-neg_Cluster_1501,,,0.3158,823,,,0.2469,4911
C18-neg_Cluster_1502,,,0.2439,2717,,,0.1674,10128
C18-neg_Cluster_1503,,,0.1789,7328,,,0.2358,5580
Tetrahydroxy bile acids, alcohols and derivatives,,,0.3262,708,,,0.4493,202
Tetrahydroxy bile acids, alcohols and derivatives,,,0.2001,5632,,,0.224,6330
Tetrahydroxy bile acids, alcohols and derivatives,,,0.3038,1020,,,0.4341,240
Tetrahydroxy bile acids, alcohols and derivatives,,,0.2255,3745,,,0.2062,7570
Triterpenoids,,,0.2312,3404,,,0.1907,8649
Triterpenoids,,,0.2551,2240,,,0.2749,3539
Triterpenoids,,,0.2183,4252,,,0.175,9715
Triterpenoids,,,0.2017,5485,,,0.1604,10406
Triterpenoids,,,0.4074,183,,,0.33,1645
C18-neg_Cluster_1513,,,0.2729,1658,,,0.167,10149
C18-neg_Cluster_1514,,,0.2557,2209,,,0.228,6085
C18-neg_Cluster_1515,,,0.2437,2725,,,0.171,9934
C18-neg_Cluster_1516,,,0.2272,3654,,,0.2326,5774
C18-neg_Cluster_1517,,,0.2073,5062,,,0.3616,864
C18-neg_Cluster_1518,,,0.2352,3151,,,0.2754,3516
C18-neg_Cluster_1519,,,0.2352,3148,,,0.1826,9243
C18-neg_Cluster_1520,,,0.1919,6296,,,0.1683,10079
C18-neg_Cluster_1521,,,0.1761,7527,,,0.1457,10751
C18-neg_Cluster_1522,,,0.2156,4438,,,0.2108,7252
C18-neg_Cluster_1523,,,0.1302,8976,,,0.2091,7385
Brassinolides and derivatives,,,0.2901,1263,,,0.3193,1935
Brassinolides and derivatives,,,0.2337,3244,,,0.2713,3695
Brassinolides and derivatives,,,0.2507,2433,,,0.242,5201
Brassinolides and derivatives,,,0.187,6699,,,0.1852,9061
C18-neg_Cluster_1528,,,0.2625,1995,,,0.1733,9800
C18-neg_Cluster_1529,,,0.1989,5734,,,0.153,10622
C18-neg_Cluster_1530,,,0.2691,1785,,,0.2967,2682
C18-neg_Cluster_1531,,,0.2056,5189,,,0.3266,1749
C18-neg_Cluster_1532,,,0.1992,5702,,,0.223,6388
C18-neg_Cluster_1533,,,0.2055,5190,,,0.3159,2041
C18-neg_Cluster_1534,,,0.1467,8756,,,0.1654,10203
C18-neg_Cluster_1535,,,0.2813,1458,,,0.2542,4532
C18-neg_Cluster_1536,,,0.1757,7552,,,0.1763,9652
C18-neg_Cluster_1537,,,0.3931,231,,,0.2963,2692
C18-neg_Cluster_1538,,,0.3507,469,,,0.2031,7774
C18-neg_Cluster_1539,,,0.2792,1502,,,0.1587,10460
C18-neg_Cluster_1540,,,0.1941,6149,,,0.2078,7468
C18-neg_Cluster_1541,,,0.2016,5501,,,0.188,8832
C18-neg_Cluster_1542,,,0.1772,7457,,,0.2756,3506
C18-neg_Cluster_1543,,,0.2792,1503,,,0.4043,381
C18-neg_Cluster_1544,,,0.3237,736,,,0.404,382
C18-neg_Cluster_1545,,,0.2772,1552,,,0.2819,3242
Brassinolides and derivatives,,,0.3775,314,,,0.2822,3227
Brassinolides and derivatives,,,0.2361,3103,,,0.2574,4337
C18-neg_Cluster_1548,,,0.1616,8330,,,0.2265,6178
C18-neg_Cluster_1549,,,0.2208,4073,,,0.1837,9167
Naphthopyrans,,,0.2075,5041,,,0.1874,8886
C18-neg_Cluster_1551,,,0.3949,225,,,0.4732,144
2-acyl-sn-glycero-3-phosphocholines,,,0.1719,7772,,,0.2232,6375
2-acyl-sn-glycero-3-phosphocholines,,,0.18,7242,,,0.2082,7443
2-acyl-sn-glycero-3-phosphocholines,,,0.3167,811,,,0.264,4013
2-acyl-sn-glycero-3-phosphocholines,,,0.2016,5492,,,0.2448,5046
2-acyl-sn-glycero-3-phosphocholines,,,0.1564,8522,,,0.1779,9558
C18-neg_Cluster_1557,,,0.1942,6139,,,0.1819,9292
C18-neg_Cluster_1558,,,0.2096,4900,,,0.21,7318
C18-neg_Cluster_1559,,,0.2053,5209,,,0.1977,8155
C18-neg_Cluster_1560,,,0.202,5459,,,0.3136,2106
C18-neg_Cluster_1561,,,0.2586,2118,,,0.19,8698
C18-neg_Cluster_1562,,,0.1954,6023,,,0.1833,9194
C18-neg_Cluster_1563,,,0.2234,3896,,,0.2082,7444
C18-neg_Cluster_1564,,,0.1913,6345,,,0.3464,1259
C18-neg_Cluster_1565,,,0.2372,3046,,,0.2029,7784
Cyclohexylphenols,,,0.1496,8696,,,0.3002,2548
C18-neg_Cluster_1567,,,0.2449,2661,,,0.1939,8427
C18-neg_Cluster_1568,,,0.2523,2368,,,0.1775,9585
C18-neg_Cluster_1569,,,0.1675,8046,,,0.1975,8175
C18-neg_Cluster_1570,,,0.3587,420,,,0.2607,4162
C18-neg_Cluster_1571,,,0.1972,5876,,,0.3073,2312
C18-neg_Cluster_1572,,,0.1913,6346,,,0.26,4207
1-acyl-sn-glycero-3-phosphoethanolamines,,,0.3021,1041,,,0.2416,5219
taurochenodesoxycholic acid,0.472,50,0.2447,2670,0.3934,291,0.2321,5800
taurodeoxycholic acid,0.3073,362,0.2057,5179,0.3897,303,0.2143,7005
taurohyodeoxycholate/ tauroursodeoxycholate,0.4748,48,0.2916,1225,0.4985,70,0.3331,1582
Bile acids, alcohols and derivatives,,,0.3233,744,,,0.196,8294
Tetracarboxylic acids and derivatives,,,0.2579,2138,,,0.1841,9146
Triterpenoids,,,0.1902,6466,,,0.4115,341
C18-neg_Cluster_1580,,,0.2965,1136,,,0.1944,8398
C18-neg_Cluster_1581,,,0.255,2244,,,0.2981,2648
C18-neg_Cluster_1582,,,0.2089,4963,,,0.2123,7137
Oligopeptides,,,0.253,2332,,,0.1996,8017
Triterpenoids,,,0.2364,3080,,,0.2639,4015
C18-neg_Cluster_1585,,,0.1997,5660,,,0.1468,10741
C18-neg_Cluster_1586,,,0.1879,6628,,,0.2118,7187
Steroid lactones,,,0.2315,3389,,,0.2476,4878
C18-neg_Cluster_1588,,,0.2414,2832,,,0.1855,9041
C18-neg_Cluster_1589,,,0.1817,7111,,,0.3251,1784
Acyclic diterpenoids,,,0.1573,8493,,,0.3838,541
Acyclic diterpenoids,,,0.2656,1898,,,0.2721,3663
Triterpenoids,,,0.2253,3763,,,0.1973,8191
Triterpenoids,,,0.389,253,,,0.2173,6779
Triterpenoids,,,0.2284,3582,,,0.1943,8400
Triterpenoids,,,0.3059,979,,,0.2702,3740
oleanolic acid,0.3241,299,0.2009,5562,0.4183,206,0.3135,2109
Triterpenoids,,,0.2137,4580,,,0.1397,10842
C18-neg_Cluster_1598,,,0.1501,8682,,,0.209,7394
C18-neg_Cluster_1599,,,0.2185,4240,,,0.16,10419
C18-neg_Cluster_1600,,,0.1839,6963,,,0.2215,6490
C18-neg_Cluster_1601,,,0.1608,8357,,,0.3592,929
C18-neg_Cluster_1602,,,0.1902,6467,,,0.3283,1709
Triterpenoids,,,0.2586,2119,,,0.2002,7973
C18-neg_Cluster_1604,,,0.2453,2641,,,0.1698,9995
C18-neg_Cluster_1605,,,0.1791,7309,,,0.22,6596
C18-neg_Cluster_1606,,,0.2255,3743,,,0.3651,760
C18-neg_Cluster_1607,,,0.1589,8432,,,0.2141,7017
C18-neg_Cluster_1608,,,0.1814,7130,,,0.1773,9592
C18-neg_Cluster_1609,,,0.2587,2116,,,0.4226,287
C18-neg_Cluster_1610,,,0.1937,6174,,,0.2714,3688
C18-neg_Cluster_1611,,,0.2656,1899,,,0.297,2677
Triterpenoids,,,0.305,996,,,0.2246,6298
C18-neg_Cluster_1613,,,0.2094,4921,,,0.185,9076
Triterpenoids,,,0.2794,1498,,,0.2731,3618
C18-neg_Cluster_1615,,,0.2658,1893,,,0.3837,542
C18-neg_Cluster_1616,,,0.2728,1662,,,0.4096,346
C18-neg_Cluster_1617,,,0.1687,7967,,,0.1776,9582
C18-neg_Cluster_1618,,,0.3812,294,,,0.3013,2501
C18-neg_Cluster_1619,,,0.2677,1832,,,0.2619,4119
arachidonic acid,0.3163,327,0.2367,3066,0.3299,856,0.2633,4050
cholate,0.3196,311,0.1829,7025,0.3997,269,0.259,4253
C18-neg_Cluster_1622,,,0.2186,4224,,,0.2387,5390
C18-neg_Cluster_1623,,,0.2888,1293,,,0.2023,7826
C18-neg_Cluster_1624,,,0.3203,767,,,0.2703,3731
C18-neg_Cluster_1625,,,0.278,1536,,,0.3184,1963
Tetrahydroxy bile acids, alcohols and derivatives,,,0.3531,454,,,0.289,2953
Triterpenoids,,,0.1933,6205,,,0.3391,1416
Triterpenoids,,,0.2236,3875,,,0.3035,2430
Triterpenoids,,,0.2133,4615,,,0.3225,1852
Triterpenoids,,,0.1645,8205,,,0.1796,9454
Triterpenoids,,,0.1745,7633,,,0.1869,8921
C18-neg_Cluster_1632,,,0.1597,8400,,,0.2181,6724
C18-neg_Cluster_1633,,,0.2346,3190,,,0.2091,7386
C18-neg_Cluster_1634,,,0.1804,7212,,,0.2191,6654
C18-neg_Cluster_1635,,,0.3437,526,,,0.3193,1936
C18-neg_Cluster_1636,,,0.2045,5264,,,0.1596,10438
Acyclic diterpenoids,,,0.2349,3168,,,0.2402,5298
C18-neg_Cluster_1638,,,0.2116,4737,,,0.2159,6880
C18-neg_Cluster_1639,,,0.2332,3277,,,0.3044,2410
C18-neg_Cluster_1640,,,0.1931,6216,,,0.1915,8607
C18-neg_Cluster_1641,,,0.2103,4837,,,0.2807,3307
C18-neg_Cluster_1642,,,0.2121,4700,,,0.1726,9844
C18-neg_Cluster_1643,,,0.1936,6182,,,0.2011,7911
O-glycosyl compounds,,,0.1917,6324,,,0.1438,10785
C18-neg_Cluster_1645,,,0.1853,6854,,,0.2755,3508
C18-neg_Cluster_1646,,,0.1888,6570,,,0.2664,3898
Cytochalasans,,,0.2251,3771,,,0.1669,10153
C18-neg_Cluster_1648,,,0.1602,8381,,,0.1958,8309
C18-neg_Cluster_1649,,,0.1795,7280,,,0.1692,10031
C18-neg_Cluster_1650,,,0.2042,5280,,,0.1603,10410
C18-neg_Cluster_1651,,,0.2297,3498,,,0.1821,9279
C18-neg_Cluster_1652,,,0.4002,209,,,0.5109,70
C18-neg_Cluster_1653,,,0.2141,4547,,,0.3514,1153
Triterpenoids,,,0.1777,7424,,,0.1937,8445
C18-neg_Cluster_1655,,,0.1497,8691,,,0.2262,6196
C18-neg_Cluster_1656,,,0.2699,1766,,,0.3939,454
Triterpenoids,,,0.258,2134,,,0.2634,4042
Triterpenoids,,,0.4624,76,,,0.418,316
Triterpenoids,,,0.268,1820,,,0.212,7174
C18-neg_Cluster_1660,,,0.1967,5916,,,0.2275,6119
C18-neg_Cluster_1661,,,0.1627,8293,,,0.1993,8036
C18-neg_Cluster_1662,,,0.172,7767,,,0.1848,9100
C18-neg_Cluster_1663,,,0.3251,721,,,0.3055,2370
Triterpenoids,,,0.1634,8261,,,0.1873,8901
Ketones,,,0.2249,3780,,,0.2479,4858
Diazinanes,,,0.2738,1639,,,0.4463,211
1-benzopyrans,,,0.2804,1477,,,0.214,7030
C18-neg_Cluster_1668,,,0.1909,6389,,,0.2716,3684
Phenylpropanes,,,0.3146,842,,,0.2444,5076
Triterpenoids,,,0.3483,490,,,0.2257,6226
Phenylpropanes,,,0.2458,2621,,,0.2014,7892
C18-neg_Cluster_1672,,,0.224,3848,,,0.2011,7912
Triterpenoids,,,0.2028,5392,,,0.18,9420
C18-neg_Cluster_1674,,,0.2256,3738,,,0.391,481
Benzopyrans,,,0.1847,6910,,,0.2127,7113
C18-neg_Cluster_1676,,,0.2218,4006,,,0.1844,9130
Triterpenoids,,,0.2162,4393,,,0.1708,9941
Trihydroxy bile acids, alcohols and derivatives,,,0.1639,8232,,,0.2723,3655
C18-neg_Cluster_1679,,,0.1412,8871,,,0.2139,7039
maslinic acid,0.4637,55,0.3281,684,0.4087,237,0.2497,4758
C18-neg_Cluster_1681,,,0.1683,8005,,,0.1673,10131
C18-neg_Cluster_1682,,,0.2027,5394,,,0.2008,7942
C18-neg_Cluster_1683,,,0.21,4860,,,0.2202,6587
C18-neg_Cluster_1684,,,0.2133,4616,,,0.2502,4726
Cycloartanols and derivatives,,,0.2481,2529,,,0.3029,2451
C18-neg_Cluster_1686,,,0.1438,8813,,,0.1563,10537
C18-neg_Cluster_1687,,,0.2112,4764,,,0.1958,8310
C18-neg_Cluster_1688,,,0.2058,5169,,,0.1878,8849
C18-neg_Cluster_1689,,,0.1848,6908,,,0.2886,2965
C18-neg_Cluster_1690,,,0.2653,1909,,,0.2622,4102
C18-neg_Cluster_1691,,,0.2052,5223,,,0.2478,4869
Brassinolides and derivatives,,,0.2929,1207,,,0.3229,1839
C18-neg_Cluster_1693,,,0.2338,3234,,,0.2266,6172
C18-neg_Cluster_1694,,,0.3727,341,,,0.4293,261
C18-neg_Cluster_1695,,,0.1827,7039,,,0.2073,7495
C18-neg_Cluster_1696,,,0.3146,843,,,0.3831,553
C18-neg_Cluster_1697,,,0.3144,845,,,0.2261,6205
C18-neg_Cluster_1698,,,0.2034,5348,,,0.2703,3732
C18-neg_Cluster_1699,,,0.2723,1683,,,0.3375,1454
2-monoacylglycerols,,,0.2558,2204,,,0.2253,6252
C18-neg_Cluster_1701,,,0.2026,5410,,,0.178,9551
Lignan glycosides,,,0.2103,4838,,,0.3054,2375
C18-neg_Cluster_1703,,,0.2379,3004,,,0.2053,7616
C18-neg_Cluster_1704,,,0.3331,635,,,0.1927,8510
C18-neg_Cluster_1705,,,0.1964,5939,,,0.2189,6666
C18-neg_Cluster_1706,,,0.2374,3034,,,0.217,6796
C18-neg_Cluster_1707,,,0.2392,2936,,,0.173,9818
Triterpenoids,,,0.2859,1358,,,0.1959,8302
C18-neg_Cluster_1709,,,0.2841,1392,,,0.1766,9635
C18-neg_Cluster_1710,,,0.1966,5931,,,0.2989,2613
C18-neg_Cluster_1711,,,0.2003,5615,,,0.1584,10468
C18-neg_Cluster_1712,,,0.1669,8083,,,0.2106,7271
C18-neg_Cluster_1713,,,0.1879,6629,,,0.3087,2254
C18-neg_Cluster_1714,,,0.1904,6445,,,0.2203,6579
C18-neg_Cluster_1715,,,0.2337,3240,,,0.2682,3829
C18-neg_Cluster_1716,,,0.2488,2502,,,0.2113,7214
C18-neg_Cluster_1717,,,0.1692,7932,,,0.1836,9173
C18-neg_Cluster_1718,,,0.2235,3883,,,0.2321,5801
C18-neg_Cluster_1719,,,0.2045,5265,,,0.1876,8866
1-(1Z-alkenyl)-glycero-3-phosphocholines,,,0.2454,2638,,,0.1802,9409
C18-neg_Cluster_1721,,,0.195,6060,,,0.1539,10600
cholate,0.2908,444,0.1842,6939,0.3071,1193,0.2148,6974
C18-neg_Cluster_1723,,,0.1887,6580,,,0.1542,10593
C18-neg_Cluster_1724,,,0.2296,3504,,,0.3149,2069
C18-neg_Cluster_1725,,,0.1557,8544,,,0.3699,697
C18-neg_Cluster_1726,,,0.1823,7067,,,0.2292,5996
C18-neg_Cluster_1727,,,0.3204,766,,,0.3257,1772
C18-neg_Cluster_1728,,,0.1419,8858,,,0.2102,7304
C18-neg_Cluster_1729,,,0.1797,7266,,,0.2593,4236
C18-neg_Cluster_1730,,,0.2131,4633,,,0.2069,7519
C18-neg_Cluster_1731,,,0.167,8079,,,0.1938,8442
C18-neg_Cluster_1732,,,0.1734,7693,,,0.179,9492
C18-neg_Cluster_1733,,,0.1519,8635,,,0.1697,10005
C18-neg_Cluster_1734,,,0.1532,8608,,,0.1529,10625
C18-neg_Cluster_1735,,,0.1898,6498,,,0.2208,6545
C18-neg_Cluster_1736,,,0.187,6708,,,0.1654,10204
Withanolides and derivatives,,,0.3352,619,,,0.2117,7192
C18-neg_Cluster_1738,,,0.1715,7791,,,0.1187,10935
C18-neg_Cluster_1739,,,0.2963,1140,,,0.5714,28
C18-neg_Cluster_1740,,,0.2479,2536,,,0.1959,8303
C18-neg_Cluster_1741,,,0.2948,1176,,,0.374,645
C18-neg_Cluster_1742,,,0.1637,8244,,,0.2304,5923
C18-neg_Cluster_1743,,,0.2413,2840,,,0.2334,5722
Triterpenoids,,,0.1819,7099,,,0.2639,4016
C18-neg_Cluster_1745,,,0.4554,89,,,0.4855,114
C18-neg_Cluster_1746,,,0.148,8730,,,0.1942,8412
Spirosolanes and derivatives,,,0.3593,415,,,0.3686,709
Triterpenoids,,,0.2009,5563,,,0.2522,4633
Acyclic diterpenoids,,,0.2319,3362,,,0.2191,6655
Vitamin D and derivatives,,,0.3157,824,,,0.2852,3101
Oxosteroids,,,0.2644,1932,,,0.2165,6838
C18-neg_Cluster_1752,,,0.2264,3698,,,0.2236,6354
C18-neg_Cluster_1753,,,0.1802,7227,,,0.1877,8857
C18-neg_Cluster_1754,,,0.198,5817,,,0.1875,8874
C18-neg_Cluster_1755,,,0.1911,6365,,,0.23,5950
C18-neg_Cluster_1756,,,0.1978,5830,,,0.2261,6207
C18-neg_Cluster_1757,,,0.2034,5345,,,0.2841,3144
C18-neg_Cluster_1758,,,0.337,592,,,0.3803,581
C18-neg_Cluster_1759,,,0.1889,6552,,,0.2425,5174
C18-neg_Cluster_1760,,,0.1955,6015,,,0.2026,7801
C18-neg_Cluster_1761,,,0.4154,151,,,0.2961,2705
C18-neg_Cluster_1762,,,0.276,1578,,,0.3187,1953
C18-neg_Cluster_1763,,,0.2518,2396,,,0.2036,7738
