ID,Id-Mets-Score,Id-Mets-Rank,All-Mets-Score,All-Mets-Rank
4.1.1.68: 5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase,0.4074,242,0.3603,888
4.1.1.7: Benzoylformate decarboxylase,0.2805,1634,0.2231,6382
4.1.1.70: Glutaconyl-CoA decarboxylase,0.4518,125,0.393,464
4.1.1.71: 2-oxoglutarate decarboxylase,0.2636,1954,0.281,3289
4.1.1.73: Tartrate decarboxylase,0.2512,2131,0.3204,1903
4.1.1.74: Indolepyruvate decarboxylase,0.2818,1612,0.2559,4442
4.1.1.75: 5-guanidino-2-oxopentanoate decarboxylase,0.2078,2552,0.1703,9964
4.1.1.79: Sulfopyruvate decarboxylase,0.289,1506,0.2197,6619
4.1.1.8: Oxalyl-CoA decarboxylase,0.2494,2157,0.3138,2099
4.1.1.81: Threonine-phosphate decarboxylase,0.3176,996,0.3607,879
4.1.1.82: Phosphonopyruvate decarboxylase,0.3168,1004,0.2705,3726
4.1.1.83: 4-hydroxyphenylacetate decarboxylase,0.3328,822,0.3397,1396
4.1.1.85: 3-dehydro-L-gulonate-6-phosphate decarboxylase,0.3747,360,0.4198,305
4.1.1.86: Diaminobutyrate decarboxylase,0.3394,745,0.3189,1942
4.1.1.96: Carboxynorspermidine decarboxylase,0.3555,583,0.2696,3761
4.1.1.98: 4-hydroxy-3-polyprenylbenzoate decarboxylase,0.2792,1663,0.3865,514
4.1.2.13: Fructose-bisphosphate aldolase,0.2424,2247,0.2492,4791
4.1.2.14: 2-dehydro-3-deoxy-phosphogluconate aldolase,0.3518,630,0.4044,380
4.1.2.17: L-fuculose-phosphate aldolase,0.3014,1299,0.2379,5445
4.1.2.19: Rhamnulose-1-phosphate aldolase,0.2421,2251,0.2939,2772
4.1.2.2: Ketotetrose-phosphate aldolase,0.3212,948,0.4093,353
4.1.2.20: 2-dehydro-3-deoxyglucarate aldolase,0.287,1538,0.2999,2558
4.1.2.21: 2-dehydro-3-deoxy-6-phosphogalactonate aldolase,0.2339,2345,0.3414,1360
4.1.2.22: Fructose-6-phosphate phosphoketolase,0.3883,310,0.3658,754
4.1.2.25: Dihydroneopterin aldolase,0.3177,991,0.3649,762
4.1.2.27: Sphinganine-1-phosphate aldolase,0.358,505,0.3626,842
4.1.2.29: 5-dehydro-2-deoxyphosphogluconate aldolase,0.5702,25,0.5764,25
4.1.2.38: Benzoin aldolase,0.3432,709,0.3111,2175
4.1.2.4: Deoxyribose-phosphate aldolase,0.2357,2324,0.2803,3324
4.1.2.40: Tagatose-bisphosphate aldolase,0.4372,152,0.4625,163
4.1.2.43: 3-hexulose-6-phosphate synthase,0.4023,261,0.3791,596
4.1.2.48: Low-specificity L-threonine aldolase,0.2723,1784,0.2638,4019
4.1.2.5: L-threonine aldolase,0.2958,1396,0.2478,4868
4.1.2.50: 6-carboxytetrahydropterin synthase,0.2644,1940,0.2688,3801
4.1.2.52: 4-hydroxy-2-oxoheptanedioate aldolase,0.2706,1812,0.3529,1117
4.1.2.53: 2-keto-3-deoxy-L-rhamnonate aldolase,0.2683,1863,0.3827,559
4.1.2.57: Sulfofructosephosphate aldolase,0.2673,1883,0.2661,3912
4.1.2.9: Phosphoketolase,0.349,656,0.2332,5738
4.1.2.n3: Transferred entry: 4.1.2.53,0.3466,674,0.2991,2605
4.1.2.n5: Transferred entry: 2.2.1.10,0.2893,1500,0.2049,7642
4.1.3.1: Isocitrate lyase,0.2968,1375,0.3917,477
4.1.3.16: 4-hydroxy-2-oxoglutarate aldolase,0.347,671,0.3941,451
4.1.3.17: 4-hydroxy-4-methyl-2-oxoglutarate aldolase,0.2697,1825,0.228,6088
4.1.3.18: Transferred entry: 2.2.1.6,0.3111,1134,0.2676,3847
4.1.3.27: Anthranilate synthase,0.2377,2309,0.2432,5144
4.1.3.3: N-acetylneuraminate lyase,0.2914,1459,0.2816,3265
4.1.3.30: Methylisocitrate lyase,0.2544,2091,0.3505,1172
4.1.3.34: Citryl-CoA lyase,0.4695,93,0.4059,372
4.1.3.36: 1,4-dihydroxy-2-naphthoyl-CoA synthase,0.2409,2264,0.2251,6265
4.1.3.38: Aminodeoxychorismate lyase,0.3151,1027,0.3692,703
4.1.3.39: 4-hydroxy-2-oxovalerate aldolase,0.3549,594,0.3469,1247
4.1.3.4: Hydroxymethylglutaryl-CoA lyase,0.2996,1333,0.2902,2909
4.1.3.40: Chorismate lyase,0.2627,1969,0.3294,1669
4.1.3.44: tRNA 4-demethylwyosine synthase (AdoMet-dependent),0.3589,474,0.3356,1504
4.1.3.6: Citrate (pro-3S)-lyase,0.3404,730,0.345,1280
4.1.99.1: Tryptophanase,0.369,400,0.3671,728
4.1.99.12: 3,4-dihydroxy-2-butanone-4-phosphate synthase,0.3787,345,0.3403,1377
4.1.99.14: Spore photoproduct lyase,0.5073,56,0.498,91
4.1.99.17: Phosphomethylpyrimidine synthase,0.3034,1264,0.3165,2023
4.1.99.18: Cyclic pyranopterin phosphate synthase,0.254,2097,0.27,3745
4.1.99.19: 2-iminoacetate synthase,0.2761,1721,0.3662,744
4.1.99.2: Tyrosine phenol-lyase,0.3104,1140,0.2636,4030
4.1.99.21: (5-formylfuran-3-yl)methyl phosphate synthase,0.3685,405,0.3291,1678
4.1.99.3: Deoxyribodipyrimidine photo-lyase,0.2496,2154,0.3511,1160
4.2.1.1: Carbonate dehydratase,0.3207,952,0.3692,704
4.2.1.10: 3-dehydroquinate dehydratase,0.2867,1543,0.3834,548
4.2.1.104: Cyanase,0.3884,309,0.3279,1718
4.2.1.106: Bile-acid 7-alpha-dehydratase,0.26,2023,0.2282,6072
4.2.1.107: hydratase,0.4015,264,0.4929,99
4.2.1.109: Methylthioribulose 1-phosphate dehydratase,0.2893,1501,0.2713,3694
4.2.1.11: Phosphopyruvate hydratase,0.2045,2566,0.2291,6008
4.2.1.113: o-succinylbenzoate synthase,0.2965,1383,0.2843,3132
4.2.1.115: UDP-N-acetylglucosamine 4,6-dehydratase (inverting),0.2498,2151,0.2751,3526
4.2.1.12: Phosphogluconate dehydratase,0.2811,1628,0.3617,862
4.2.1.120: 4-hydroxybutanoyl-CoA dehydratase,0.3975,277,0.3304,1634
4.2.1.126: N-acetylmuramic acid 6-phosphate etherase,0.3735,373,0.3269,1744
4.2.1.130: D-lactate dehydratase,0.2222,2457,0.2527,4608
4.2.1.134: Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase,0.3571,551,0.3551,1017
4.2.1.135: UDP-N-acetylglucosamine 4,6-dehydratase (configuration-retaining),0.27,1821,0.328,1716
4.2.1.136: ADP-dependent NAD(P)H-hydrate dehydratase,0.2828,1596,0.2519,4643
4.2.1.149: Crotonobetainyl-CoA hydratase,0.2433,2234,0.2934,2797
4.2.1.151: Chorismate dehydratase,0.5065,59,0.5842,22
4.2.1.156: L-talarate dehydratase,0.2828,1597,0.2969,2678
4.2.1.17: Enoyl-CoA hydratase,0.2545,2089,0.2632,4053
4.2.1.19: Imidazoleglycerol-phosphate dehydratase,0.2719,1794,0.3638,789
4.2.1.2: Fumarate hydratase,0.2467,2198,0.2371,5495
4.2.1.20: Tryptophan synthase,0.2369,2317,0.3125,2135
4.2.1.22: Cystathionine beta-synthase,0.2687,1855,0.2386,5394
4.2.1.24: Porphobilinogen synthase,0.2697,1826,0.239,5368
4.2.1.28: Propanediol dehydratase,0.3174,998,0.3941,452
4.2.1.3: Aconitate hydratase,0.3723,380,0.3162,2030
4.2.1.30: Glycerol dehydratase,0.3167,1006,0.2499,4744
4.2.1.31: Maleate hydratase,0.3406,727,0.4037,388
4.2.1.32: L(+)-tartrate dehydratase,0.2352,2332,0.2392,5359
4.2.1.33: 3-isopropylmalate dehydratase,0.266,1907,0.3774,614
4.2.1.35: (R)-2-methylmalate dehydratase,0.2972,1368,0.3513,1155
4.2.1.39: Gluconate dehydratase,0.2617,1987,0.2488,4810
4.2.1.40: Glucarate dehydratase,0.2534,2105,0.3333,1570
4.2.1.42: Galactarate dehydratase,0.3059,1217,0.3568,980
4.2.1.44: Myo-inosose-2 dehydratase,0.2743,1755,0.2873,3024
4.2.1.45: CDP-glucose 4,6-dehydratase,0.3751,358,0.474,141
4.2.1.46: dTDP-glucose 4,6-dehydratase,0.262,1983,0.3718,668
4.2.1.47: GDP-mannose 4,6-dehydratase,0.328,877,0.3685,712
4.2.1.49: Urocanate hydratase,0.4227,189,0.4012,399
4.2.1.51: Prephenate dehydratase,0.2222,2458,0.2515,4658
4.2.1.52: Transferred entry: 4.3.3.7,0.3466,675,0.299,2609
4.2.1.54: Lactoyl-CoA dehydratase,0.2753,1734,0.2225,6417
4.2.1.55: 3-hydroxybutyryl-CoA dehydratase,0.3346,803,0.3669,730
4.2.1.59: 3-hydroxyacyl-[acyl-carrier-protein] dehydratase,0.3003,1324,0.3167,2015
4.2.1.6: Galactonate dehydratase,0.2635,1955,0.296,2711
4.2.1.60: Transferred entry: 4.2.1.59,0.3014,1300,0.2915,2857
4.2.1.69: Cyanamide hydratase,0.3135,1103,0.3541,1087
4.2.1.7: Altronate dehydratase,0.2682,1867,0.2385,5400
4.2.1.70: Pseudouridylate synthase,0.4141,223,0.409,354
4.2.1.75: Uroporphyrinogen-III synthase,0.2821,1606,0.2078,7472
4.2.1.77: Trans-L-3-hydroxyproline dehydratase,0.3079,1176,0.2568,4379
4.2.1.79: 2-methylcitrate dehydratase,0.2626,1976,0.2686,3807
4.2.1.8: Mannonate dehydratase,0.2393,2291,0.2398,5325
4.2.1.80: 2-oxopent-4-enoate hydratase,0.2736,1769,0.3307,1627
4.2.1.81: D(-)-tartrate dehydratase,0.2277,2416,0.3586,940
4.2.1.84: Nitrile hydratase,0.2495,2156,0.2346,5648
4.2.1.85: Dimethylmaleate hydratase,0.2346,2340,0.2326,5770
4.2.1.9: Dihydroxy-acid dehydratase,0.213,2524,0.3005,2534
4.2.1.90: L-rhamnonate dehydratase,0.2637,1952,0.3364,1486
4.2.1.91: Arogenate dehydratase,0.2908,1468,0.2486,4818
4.2.1.93: ATP-dependent NAD(P)H-hydrate dehydratase,0.3135,1104,0.3541,1088
4.2.1.96: 4a-hydroxytetrahydrobiopterin dehydratase,0.2588,2044,0.2166,6829
4.2.1.99: 2-methylisocitrate dehydratase,0.279,1668,0.3125,2136
4.2.2.1: Hyaluronate lyase,0.338,759,0.389,496
4.2.2.17: Inulin fructotransferase (DFA-I-forming),0.2728,1779,0.2067,7543
4.2.2.2: Pectate lyase,0.3806,337,0.3156,2047
4.2.2.3: Poly(beta-D-mannuronate) lyase,0.2588,2045,0.2166,6830
4.2.2.6: Oligogalacturonide lyase,0.2709,1805,0.2592,4239
4.2.2.8: Heparin-sulfate lyase,0.3357,791,0.2922,2840
4.2.2.n1: Peptidoglycan lytic exotransglycosylase,0.2782,1693,0.3575,960
4.2.2.n2: Peptidoglycan lytic endotransglycosylase,0.2335,2350,0.3494,1205
4.2.3.1: Threonine synthase,0.2401,2273,0.236,5571
4.2.3.12: 6-pyruvoyltetrahydropterin synthase,0.3628,452,0.4606,168
4.2.3.3: Methylglyoxal synthase,0.2806,1632,0.2986,2624
4.2.3.4: 3-dehydroquinate synthase,0.249,2161,0.2859,3071
4.2.3.5: Chorismate synthase,0.2413,2258,0.3236,1821
4.2.99.18: DNA-(apurinic or apyrimidinic site) lyase,0.2144,2519,0.242,5199
4.2.99.20: 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase,0.4284,172,0.4059,373
4.3.1.1: Aspartate ammonia-lyase,0.2914,1460,0.3246,1798
4.3.1.12: Ornithine cyclodeaminase,0.3122,1119,0.3247,1795
4.3.1.14: 3-aminobutyryl-CoA ammonia-lyase,0.2566,2067,0.2671,3870
4.3.1.15: Diaminopropionate ammonia-lyase,0.2561,2074,0.2097,7337
4.3.1.16: Threo-3-hydroxy-L-aspartate ammonia-lyase,0.3135,1105,0.3541,1089
4.3.1.17: L-serine ammonia-lyase,0.2649,1928,0.281,3290
4.3.1.18: D-serine ammonia-lyase,0.2837,1584,0.2771,3446
4.3.1.19: Threonine ammonia-lyase,0.2716,1797,0.3075,2302
4.3.1.2: Methylaspartate ammonia-lyase,0.324,917,0.2967,2681
4.3.1.3: Histidine ammonia-lyase,0.2325,2365,0.2446,5065
4.3.1.4: Formimidoyltetrahydrofolate cyclodeaminase,0.3252,907,0.2586,4279
4.3.1.6: Beta-alanyl-CoA ammonia-lyase,0.3147,1034,0.262,4115
4.3.1.7: Ethanolamine ammonia-lyase,0.3454,684,0.3074,2307
4.3.2.1: Argininosuccinate lyase,0.2257,2434,0.3448,1285
4.3.2.2: Adenylosuccinate lyase,0.2236,2450,0.295,2745
4.3.2.3: Ureidoglycolate lyase,0.228,2414,0.2731,3617
4.3.3.6: Pyridoxal 5'-phosphate synthase (glutamine hydrolyzing),0.3861,316,0.3712,677
4.3.3.7: 4-hydroxy-tetrahydrodipicolinate synthase,0.2255,2437,0.3093,2219
4.3.99.3: 7-carboxy-7-deazaguanine synthase,0.2553,2080,0.2406,5276
4.4.1.1: Cystathionine gamma-lyase,0.4828,81,0.4686,152
4.4.1.11: Methionine gamma-lyase,0.3077,1179,0.2498,4752
4.4.1.14: 1-aminocyclopropane-1-carboxylate synthase,0.3133,1109,0.2523,4629
4.4.1.15: D-cysteine desulfhydrase,0.2818,1613,0.3152,2059
4.4.1.16: Selenocysteine lyase,0.2693,1837,0.3868,513
4.4.1.17: Holocytochrome-c synthase,0.3065,1205,0.2502,4724
4.4.1.19: Phosphosulfolactate synthase,0.2921,1449,0.2215,6488
4.4.1.2: Homocysteine desulfhydrase,0.2086,2547,0.2041,7703
4.4.1.21: S-ribosylhomocysteine lyase,0.2331,2354,0.3048,2398
4.4.1.5: Lactoylglutathione lyase,0.1988,2572,0.2289,6025
4.4.1.8: Cystathionine beta-lyase,0.3911,299,0.3145,2077
4.6.1.1: Adenylate cyclase,0.2786,1684,0.2648,3975
4.6.1.12: 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase,0.3013,1302,0.358,947
4.6.1.13: Phosphatidylinositol diacylglycerol-lyase,0.267,1888,0.2568,4380
4.6.1.16: tRNA-intron lyase,0.3291,865,0.2562,4413
4.7.1.1: Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P-lyase,0.2543,2093,0.295,2746
4.99.1.1: Ferrochelatase,0.3404,731,0.312,2151
4.99.1.2: Alkylmercury lyase,0.352,628,0.2513,4669
4.99.1.3: Sirohydrochlorin cobaltochelatase,0.4094,234,0.3795,594
4.99.1.4: Sirohydrochlorin ferrochelatase,0.5034,62,0.5515,33
5.1.1.1: Alanine racemase,0.2274,2421,0.2119,7182
5.1.1.11: Phenylalanine racemase (ATP-hydrolyzing),0.4036,257,0.3494,1204
5.1.1.13: Aspartate racemase,0.3319,834,0.2721,3662
5.1.1.20: L-Ala-D/L-Glu epimerase,0.2692,1841,0.25,4736
5.1.1.3: Glutamate racemase,0.2589,2034,0.3779,609
5.1.1.4: Proline racemase,0.3295,859,0.3142,2090
5.1.1.7: Diaminopimelate epimerase,0.2165,2501,0.2883,2976
5.1.1.8: 4-hydroxyproline epimerase,0.2786,1685,0.2482,4840
5.1.2.2: Mandelate racemase,0.2609,2008,0.2432,5145
5.1.2.3: 3-hydroxybutyryl-CoA epimerase,0.5002,68,0.5372,44
5.1.3.1: Ribulose-phosphate 3-epimerase,0.2486,2164,0.332,1602
5.1.3.10: CDP-paratose 2-epimerase,0.3098,1152,0.2473,4893
5.1.3.11: Cellobiose epimerase,0.4654,103,0.5135,66
5.1.3.12: UDP-glucuronate 5'-epimerase,0.32,963,0.2348,5640
5.1.3.13: dTDP-4-dehydrorhamnose 3,5-epimerase,0.3572,549,0.495,96
5.1.3.14: UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing),0.3044,1247,0.3135,2107
5.1.3.15: Glucose-6-phosphate 1-epimerase,0.2117,2532,0.3234,1829
5.1.3.2: UDP-glucose 4-epimerase,0.2592,2028,0.2556,4457
5.1.3.20: ADP-glyceromanno-heptose 6-epimerase,0.2667,1895,0.292,2843
5.1.3.21: Maltose epimerase,0.4173,209,0.35,1185
5.1.3.22: L-ribulose-5-phosphate 3-epimerase,0.233,2358,0.2726,3637
5.1.3.23: UDP-2,3-diacetamido-2,3-dideoxyglucuronic acid 2-epimerase,0.3233,926,0.3066,2331
5.1.3.24: N-acetylneuraminate epimerase,0.224,2446,0.3051,2390
5.1.3.26: 4-epimerase,0.317,1001,0.2697,3758
5.1.3.29: L-fucose mutarotase,0.2342,2342,0.2886,2964
5.1.3.3: Aldose 1-epimerase,0.2919,1452,0.3982,417
5.1.3.32: L-rhamnose mutarotase,0.2477,2181,0.2635,4035
5.1.3.4: L-ribulose-5-phosphate 4-epimerase,0.231,2375,0.2582,4302
5.1.3.6: UDP-glucuronate 4-epimerase,0.3193,972,0.2906,2895
5.1.3.7: UDP-N-acetylglucosamine 4-epimerase,0.3318,837,0.2765,3476
5.1.3.8: N-acylglucosamine 2-epimerase,0.5318,40,0.617,14
5.1.3.9: N-acylglucosamine-6-phosphate 2-epimerase,0.3803,339,0.3209,1891
5.1.3.n2: Transferred entry: 5.1.3.29,0.3429,712,0.284,3147
5.1.99.1: Methylmalonyl-CoA epimerase,0.5069,57,0.6668,5
5.1.99.3: Allantoin racemase,0.2659,1910,0.2465,4936
5.1.99.4: Alpha-methylacyl-CoA racemase,0.2799,1648,0.2529,4595
5.1.99.5: Hydantoin racemase,0.3229,931,0.2273,6126
5.1.99.6: NAD(P)H-hydrate epimerase,0.4003,266,0.4126,337
5.2.1.1: Maleate isomerase,0.2305,2382,0.2051,7631
5.2.1.2: Maleylacetoacetate isomerase,0.2615,1992,0.2237,6347
5.2.1.5: Linoleate isomerase,0.3129,1113,0.2477,4873
5.2.1.8: Peptidylprolyl isomerase,0.2157,2509,0.3157,2042
5.3.1.1: Triose-phosphate isomerase,0.2067,2555,0.2502,4725
5.3.1.12: Glucuronate isomerase,0.2691,1844,0.2827,3199
5.3.1.13: Arabinose-5-phosphate isomerase,0.261,2007,0.2451,5019
5.3.1.14: L-rhamnose isomerase,0.2788,1675,0.2465,4937
5.3.1.16: isomerase,0.2687,1856,0.3859,522
5.3.1.17: 5-dehydro-4-deoxy-D-glucuronate isomerase,0.3051,1236,0.3188,1947
5.3.1.22: Hydroxypyruvate isomerase,0.2964,1386,0.2703,3730
5.3.1.23: S-methyl-5-thioribose-1-phosphate isomerase,0.2835,1587,0.2483,4827
5.3.1.24: Phosphoribosylanthranilate isomerase,0.2959,1394,0.3581,943
5.3.1.25: L-fucose isomerase,0.2976,1361,0.3537,1097
5.3.1.26: Galactose-6-phosphate isomerase,0.2805,1635,0.2507,4700
5.3.1.27: 6-phospho-3-hexuloisomerase,0.5831,19,0.5139,65
5.3.1.28: D-sedoheptulose 7-phosphate isomerase,0.3385,752,0.2737,3598
5.3.1.3: D-arabinose isomerase,0.2968,1376,0.2337,5709
5.3.1.30: 5-deoxy-glucuronate isomerase,0.3539,612,0.2693,3781
5.3.1.31: Sulfoquinovose isomerase,0.311,1136,0.3003,2544
5.3.1.4: L-arabinose isomerase,0.3874,311,0.5983,18
5.3.1.5: Xylose isomerase,0.2657,1915,0.2519,4645
5.3.1.6: Ribose-5-phosphate isomerase,0.2472,2186,0.2317,5835
5.3.1.7: Mannose isomerase,0.2962,1389,0.3006,2530
5.3.1.8: Mannose-6-phosphate isomerase,0.2721,1786,0.2451,5020
5.3.1.9: Glucose-6-phosphate isomerase,0.2104,2539,0.3029,2450
5.3.2.2: Oxaloacetate tautomerase,0.2611,2002,0.3443,1298
5.3.2.n1: Transferred entry: 5.3.2.5,0.3953,286,0.418,315
5.3.3.10: 5-carboxymethyl-2-hydroxymuconate Delta-isomerase,0.2914,1458,0.3089,2246
5.3.3.14: Trans-2-decenoyl-[acyl-carrier-protein] isomerase,0.3355,795,0.4152,327
5.3.3.18: 2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase,0.2449,2212,0.2962,2698
5.3.3.2: Isopentenyl-diphosphate Delta-isomerase,0.2882,1522,0.3665,737
5.3.3.3: Vinylacetyl-CoA Delta-isomerase,0.4604,112,0.366,749
5.3.3.4: Muconolactone Delta-isomerase,0.3525,624,0.2679,3842
5.3.3.8: Dodecenoyl-CoA isomerase,0.419,202,0.4257,276
5.3.4.1: Protein disulfide-isomerase,0.3138,1045,0.2939,2773
5.3.99.n1: Transferred entry: 5.3.99.11,0.3258,901,0.2543,4522
5.4.1.2: Transferred entry: 5.4.99.61,0.3918,297,0.4359,232
5.4.2.1: Transferred entry: 5.4.2.11 and 5.4.2.12,0.2895,1492,0.3269,1742
5.4.2.10: Phosphoglucosamine mutase,0.2063,2562,0.2434,5127
5.4.2.11: Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent),0.3232,927,0.2392,5352
5.4.2.12: Phosphoglycerate mutase (2,3-diphosphoglycerate-independent),0.3198,966,0.3538,1096
5.4.2.2: Phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent),0.2417,2255,0.2246,6295
5.4.2.3: Phosphoacetylglucosamine mutase,0.3568,557,0.3633,818
5.4.2.6: Beta-phosphoglucomutase,0.2963,1388,0.2591,4247
5.4.2.7: Phosphopentomutase,0.2113,2535,0.2477,4874
5.4.2.8: Phosphomannomutase,0.3363,785,0.3891,494
5.4.2.9: Phosphoenolpyruvate mutase,0.3361,789,0.2655,3944
5.4.3.2: Lysine 2,3-aminomutase,0.2976,1362,0.2458,4978
5.4.3.3: Beta-lysine 5,6-aminomutase,0.2613,1995,0.2812,3278
5.4.3.5: D-ornithine 4,5-aminomutase,0.3583,485,0.3387,1428
5.4.3.8: Glutamate-1-semialdehyde 2,1-aminomutase,0.2706,1813,0.2331,5748
5.4.3.9: Glutamate 2,3-aminomutase,0.3137,1046,0.3063,2339
5.4.4.2: Isochorismate synthase,0.2965,1384,0.3006,2531
5.4.99.1: Methylaspartate mutase,0.4055,249,0.3422,1342
5.4.99.12: tRNA pseudouridine(38-40) synthase,0.2443,2217,0.2516,4655
5.4.99.13: Isobutyryl-CoA mutase,0.267,1889,0.1949,8365
5.4.99.15: (1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase,0.2682,1865,0.2485,4821
5.4.99.16: Maltose alpha-D-glucosyltransferase,0.3263,896,0.4239,284
5.4.99.18: 5-(carboxyamino)imidazole ribonucleotide mutase,0.2491,2159,0.3077,2296
5.4.99.19: 16S rRNA pseudouridine(516) synthase,0.242,2252,0.337,1466
5.4.99.2: Methylmalonyl-CoA mutase,0.2858,1561,0.2562,4414
5.4.99.20: 23S rRNA pseudouridine(2457) synthase,0.2741,1759,0.3409,1370
5.4.99.22: 23S rRNA pseudouridine(2605) synthase,0.2352,2333,0.3285,1701
5.4.99.23: 23S rRNA pseudouridine(1911/1915/1917) synthase,0.2694,1836,0.3067,2326
5.4.99.24: 23S rRNA pseudouridine(955/2504/2580) synthase,0.2393,2292,0.282,3237
5.4.99.25: tRNA pseudouridine(55) synthase,0.2236,2451,0.2984,2632
5.4.99.26: tRNA pseudouridine(65) synthase,0.2145,2518,0.287,3031
5.4.99.27: tRNA pseudouridine(13) synthase,0.3066,1203,0.2843,3133
5.4.99.28: tRNA pseudouridine(32) synthase,0.2471,2188,0.3176,1983
5.4.99.29: 23S rRNA pseudouridine(746) synthase,0.2471,2189,0.3176,1984
5.4.99.4: 2-methyleneglutarate mutase,0.4349,157,0.3944,449
5.4.99.42: tRNA pseudouridine(31) synthase,0.3135,1106,0.3541,1090
5.4.99.43: 21S rRNA pseudouridine(2819) synthase,0.3554,585,0.3478,1235
5.4.99.44: Mitochondrial tRNA pseudouridine(27/28) synthase,0.3577,527,0.3555,1009
5.4.99.45: tRNA pseudouridine(38/39) synthase,0.3506,647,0.3426,1335
5.4.99.5: Chorismate mutase,0.2979,1356,0.3086,2259
5.4.99.61: Precorrin-8X methylmutase,0.2775,1703,0.2768,3457
5.4.99.62: D-ribose pyranase,0.3188,978,0.3362,1490
5.4.99.7: Lanosterol synthase,0.3968,278,0.3919,476
5.4.99.9: UDP-galactopyranose mutase,0.2603,2017,0.3721,664
5.5.1.1: Muconate cycloisomerase,0.4589,119,0.4796,128
5.5.1.2: 3-carboxy-cis,cis-muconate cycloisomerase,0.2394,2289,0.2634,4041
5.5.1.4: Inositol-3-phosphate synthase,0.415,218,0.5141,64
5.5.1.5: Carboxy-cis,cis-muconate cyclase,0.3011,1310,0.2386,5398
5.5.1.7: Chloromuconate cycloisomerase,0.2958,1397,0.2312,5861
5.5.1.n1: Transferred entry: 5.4.99.62,0.3517,633,0.2576,4326
5.99.1.2: DNA topoisomerase,0.4481,134,0.5089,76
5.99.1.3: DNA topoisomerase (ATP-hydrolyzing),0.2685,1861,0.2532,4577
6.1.1.1: Tyrosine--tRNA ligase,0.2163,2502,0.2574,4342
6.1.1.10: Methionine--tRNA ligase,0.3055,1222,0.3345,1532
6.1.1.11: Serine--tRNA ligase,0.267,1890,0.2538,4553
6.1.1.12: Aspartate--tRNA ligase,0.2444,2216,0.2165,6839
6.1.1.13: D-alanine--poly(phosphoribitol) ligase,0.2677,1875,0.2376,5462
6.1.1.14: Glycine--tRNA ligase,0.2146,2517,0.2773,3441
6.1.1.15: Proline--tRNA ligase,0.2308,2377,0.2966,2686
6.1.1.16: Cysteine--tRNA ligase,0.2161,2505,0.2749,3538
6.1.1.17: Glutamate--tRNA ligase,0.2154,2511,0.2835,3171
6.1.1.18: Glutamine--tRNA ligase,0.3866,314,0.3451,1279
6.1.1.19: Arginine--tRNA ligase,0.22,2473,0.2528,4604
6.1.1.2: Tryptophan--tRNA ligase,0.2358,2323,0.2326,5771
6.1.1.20: Phenylalanine--tRNA ligase,0.2803,1639,0.3354,1509
6.1.1.21: Histidine--tRNA ligase,0.2447,2213,0.2967,2683
6.1.1.22: Asparagine--tRNA ligase,0.2287,2403,0.2919,2849
6.1.1.23: Aspartate--tRNA(Asn) ligase,0.272,1792,0.3468,1249
6.1.1.24: Glutamate--tRNA(Gln) ligase,0.3059,1216,0.2867,3042
6.1.1.3: Threonine--tRNA ligase,0.2938,1419,0.2626,4080
6.1.1.4: Leucine--tRNA ligase,0.3167,1007,0.3706,683
6.1.1.5: Isoleucine--tRNA ligase,0.542,35,0.6316,11
6.1.1.6: Lysine--tRNA ligase,0.2166,2500,0.3161,2033
6.1.1.7: Alanine--tRNA ligase,0.3579,513,0.3767,618
6.1.1.9: Valine--tRNA ligase,0.3894,306,0.4639,162
6.1.2.1: D-alanine--(R)-lactate ligase,0.3069,1199,0.2346,5649
6.2.1.1: Acetate--CoA ligase,0.461,111,0.4417,221
6.2.1.12: 4-coumarate--CoA ligase,0.2692,1842,0.2162,6863
6.2.1.13: Acetate--CoA ligase (ADP-forming),0.4211,194,0.3036,2424
6.2.1.14: 6-carboxyhexanoate--CoA ligase,0.3713,389,0.3211,1887
6.2.1.17: Propionate--CoA ligase,0.2657,1916,0.2151,6946
6.2.1.19: Long-chain-fatty-acid--luciferin-component ligase,0.3547,597,0.2356,5598
6.2.1.20: Long-chain-fatty-acid--[acyl-carrier-protein] ligase,0.369,399,0.3452,1275
6.2.1.22: [Citrate (pro-3S)-lyase] ligase,0.2862,1555,0.2587,4272
6.2.1.26: o-succinylbenzoate--CoA ligase,0.289,1507,0.248,4855
6.2.1.3: Long-chain-fatty-acid--CoA ligase,0.279,1669,0.2799,3344
6.2.1.30: Phenylacetate--CoA ligase,0.406,246,0.4573,179
6.2.1.5: Succinate--CoA ligase (ADP-forming),0.3076,1183,0.2451,5023
6.3.1.1: Aspartate--ammonia ligase,0.3362,787,0.3518,1143
6.3.1.11: Glutamate--putrescine ligase,0.283,1594,0.3051,2391
